ID,y
358,112.637030375
362,114.352348508
364,116.493188988
365,110.178871022
366,94.3946022856
367,112.189743656
368,94.5886495525
370,79.1682800659
373,94.860270342
377,93.9837341294
378,112.301303703
382,104.358119183
384,112.325256111
390,94.6881854662
392,111.891850452
393,112.302082734
395,94.7310800167
396,104.784160888
399,78.8628652648
406,111.791668729
408,111.791662346
409,93.9404287632
410,79.8671994313
412,111.935397419
413,93.200643753
419,94.5360161906
420,112.759932781
421,93.2555956378
430,103.604781204
434,94.0665031332
436,94.7530824919
437,94.4122259631
438,93.4294610595
439,112.805679027
440,94.3136659979
443,112.789026551
446,94.4536883939
448,94.5100161911
452,94.6673749459
453,104.13887684
457,104.315115482
458,94.2591603012
459,114.769537757
460,103.93846143
462,104.829777711
464,104.223813243
465,115.683585541
467,117.894577964
471,111.822132684
472,78.3765776337
473,94.1179649634
475,94.4788491355
480,94.6817861717
488,112.718974791
490,111.780711859
491,104.106821246
492,79.1301512144
493,94.0951672245
497,93.4446808804
498,112.310594792
499,94.4360742876
500,109.74836418
501,94.2498220156
502,114.709370478
506,80.1374931582
510,112.095300756
511,93.6349839417
512,93.7209151148
516,107.657439066
518,93.8719941457
519,114.917148558
521,93.6183809815
522,112.794809272
526,112.255314389
529,95.277085873
532,111.799690687
533,94.361459999
536,112.896343896
537,100.75747788
539,94.3656520432
540,104.276205266
541,94.2863472348
543,94.0899020817
546,112.2004181
547,94.1956578539
548,79.4429311527
551,94.1460136344
552,104.005390404
556,103.79969656
557,94.6959154414
558,112.189134074
559,94.6460371262
560,104.938508146
562,105.01414721
566,94.8037909221
570,112.310365002
571,94.4117982982
572,104.748359011
573,94.2113473398
575,115.683234473
576,111.318539822
577,93.4730510463
579,93.6283976506
580,111.656547381
581,111.928028451
589,111.780395898
591,103.494480185
593,94.6058376474
594,103.469017283
595,94.5544002467
598,94.0963336033
602,111.580877497
604,112.410666951
606,112.732874377
608,94.3420187173
609,104.340895939
610,94.0446615413
616,112.080825186
617,94.2107671371
618,104.195762586
620,104.456373492
622,112.462605374
623,93.3876566374
624,122.686803768
626,111.878217587
628,112.006323997
629,94.0917057544
630,112.317322253
637,95.331772715
638,104.609101108
643,94.6093140445
645,94.6812595694
646,114.990396274
648,95.0524823121
652,94.798999849
653,94.4047998374
654,112.310096913
656,112.084428299
657,94.6052439916
659,94.5053671543
660,104.823877503
663,93.8532456939
664,112.605513301
666,103.85371981
668,111.633683518
669,94.1744719959
671,94.8662974567
675,93.6716334565
677,94.4839392441
678,111.757152319
679,104.486213083
682,94.562534175
685,104.223341483
687,94.3130113985
688,94.1471952618
693,112.076459565
696,95.1377189545
698,94.1824006957
701,95.9982132753
704,104.308901913
705,116.058590143
709,112.626014824
710,93.9513002068
711,104.224409138
712,94.8038332126
714,111.903235805
715,94.1931115857
716,111.801009556
717,93.8905520092
720,115.662332553
721,94.2505215227
724,108.092525356
725,94.3405314168
726,112.705808573
728,112.661514793
731,94.2618714259
734,105.126869949
738,94.2076622377
745,112.081245083
746,93.9189292833
751,80.0138627603
754,94.0566436018
756,94.2163357051
758,94.47284699
759,113.73951057
761,115.961281701
766,94.358206926
767,111.625257617
768,93.4036199521
769,112.515685393
770,97.1383858104
771,79.2341039174
772,104.613513798
773,94.1267427981
774,112.252745241
776,112.311393643
777,94.5757538977
780,116.419289804
782,104.286838861
787,103.663372162
788,94.3648573525
792,93.5740603232
793,111.990013356
798,94.56642894
800,93.8339515024
806,111.826494413
809,112.52755114
811,113.82790639
812,93.1775076236
814,115.721206133
816,104.410194511
817,94.6436191682
818,107.681000898
820,112.326876977
823,94.2622983715
829,93.4097652957
830,113.237792955
831,93.2999735593
834,112.0243433
839,94.5498983691
841,79.3410366745
844,104.401333674
845,93.9919782434
848,93.8447817259
850,95.7546888004
851,104.125472678
852,96.2849810861
854,93.8384977922
855,94.5478575858
856,103.935126845
859,103.765282691
861,112.260737841
864,93.9870483354
865,112.242673928
866,94.3548090998
867,93.9533182844
869,94.6164501235
871,93.6964538448
872,111.829869587
882,103.757894253
883,94.0731115185
885,94.6951080524
888,95.0931379803
893,111.902632765
901,111.86213061
903,104.272773181
904,94.4208344446
905,104.428408551
910,94.7582336384
911,112.245937457
914,112.650813767
918,113.017979325
921,93.6020833693
928,94.2827041047
929,104.353685958
932,94.7348432046
933,104.665406195
934,94.7581570417
935,112.268131063
937,79.4818516001
939,94.4759339398
940,103.824794383
941,94.8206356128
942,103.617150025
943,94.242531857
944,104.143310937
947,111.871408787
949,112.415623613
951,112.271832422
952,94.9274000183
953,104.290446016
954,80.0814547029
957,112.482675717
959,93.4220076684
960,115.972848222
963,115.843502812
965,111.87135134
967,104.298341205
971,94.2685150257
972,78.8377766472
973,94.2451826931
974,112.503945619
975,95.6124297142
978,117.354519213
980,112.348469927
981,94.5609683181
984,112.819970548
986,94.7626755305
988,93.4165820613
989,112.19651707
990,103.969824694
992,111.955574922
996,94.6297869911
999,112.988233201
1000,94.5474683168
1001,112.301535534
1002,93.4040404316
1003,112.471191627
1004,93.5146755281
1008,111.974540232
1009,94.4734204763
1010,104.928061548
1012,116.124972607
1013,93.7426830156
1014,112.833568019
1015,94.3852704121
1016,116.156627118
1019,95.349269792
1020,113.114501323
1021,94.803793075
1022,104.383684583
1024,94.8037835004
1025,79.8032361662
1027,94.6809101563
1028,104.849444508
1029,95.6973937852
1030,94.4708064745
1033,112.538059077
1036,94.4688536544
1037,112.208172941
1038,94.1664028134
1042,94.6105692016
1043,104.189610502
1044,94.2597752691
1045,112.059878994
1047,114.957518621
1050,94.0039715375
1051,112.012335108
1054,94.3173167436
1056,94.6019582015
1057,94.145683939
1059,94.9553254314
1062,104.553094675
1063,104.405150621
1064,94.6019326693
1066,94.1565785296
1070,104.508594554
1076,112.202960903
1077,102.75151105
1078,112.077046622
1080,112.400319336
1082,112.077767374
1083,94.6811997141
1089,113.172430741
1091,95.2135380735
1093,94.4067550054
1097,94.2690343975
1099,93.6701307957
1101,94.9429573083
1103,95.9228503611
1104,112.176527241
1106,112.054435287
1109,94.3995955619
1110,112.28236359
1111,94.5854529512
1112,112.210819866
1114,94.0952456986
1116,94.264064966
1117,112.79746506
1120,94.4408499773
1124,112.555423066
1125,93.7842185697
1126,112.614353756
1134,112.111139137
1137,93.9122568959
1138,112.317081876
1144,111.706976955
1145,94.5529729697
1146,94.1182961399
1148,95.9515382242
1150,94.5747035112
1152,104.44492363
1153,94.8529364995
1154,103.957742259
1155,94.3815479753
1157,94.3293313681
1162,94.6166940916
1165,112.503084267
1166,93.8557985613
1167,104.393211171
1168,94.9976674871
1169,103.791820173
1171,116.517224151
1172,95.0942364645
1173,103.791807407
1174,94.49195622
1176,94.9044701044
1177,104.077030811
1178,94.1889664397
1182,112.548119733
1186,94.9127559136
1187,113.071267795
1188,94.5224304316
1189,116.449081881
1191,104.882404336
1192,94.8182813902
1197,112.29683466
1198,93.8753155686
1200,79.0018147909
1201,94.6448962948
1203,94.9131891984
1209,115.902669478
1214,104.283646428
1218,112.303261844
1222,94.4199110554
1226,94.7688911389
1228,94.2424857817
1230,94.1851896115
1232,79.1763534084
1233,94.5726306287
1236,114.933964696
1238,95.2030468056
1241,111.785318805
1244,105.099615959
1246,94.8462947249
1247,112.372359915
1250,112.849912291
1251,93.5772460861
1254,113.099403614
1255,94.3367602253
1256,111.627739313
1257,94.2207250833
1258,94.43211464
1259,112.008283819
1260,94.797684752
1263,112.208321406
1267,79.2381346365
1268,111.257857253
1271,94.6888483512
1272,112.123659809
1274,104.998248423
1275,94.7325520157
1276,112.057339975
1277,94.4341260608
1279,94.1739858633
1281,94.8518762376
1282,94.4459051471
1283,112.184477991
1285,112.314888478
1286,94.1296387189
1289,112.469866862
1296,112.526973428
1299,94.5430771555
1301,94.6909015874
1306,94.085788555
1307,94.3517245933
1308,94.3511169917
1313,112.065835475
1314,94.964208552
1315,112.306703223
1316,94.3639256024
1317,112.102451432
1319,93.9115387085
1323,94.94462916
1324,105.001272376
1325,94.2834222117
1328,103.939849328
1329,94.4589220145
1330,112.503885179
1331,94.452020311
1332,104.459129707
1337,95.081559158
1338,112.168982633
1339,93.8825397198
1340,112.545883598
1343,112.911123658
1347,104.551039814
1348,94.196938284
1349,104.309599253
1352,94.1991816536
1354,95.8111194439
1359,112.634308677
1360,95.0297085221
1363,112.138651057
1364,95.0927861098
1365,104.269175745
1366,94.7673853404
1372,94.9245642148
1375,104.188606663
1376,94.2803698817
1378,94.0583699977
1379,112.711448237
1380,95.0163619157
1381,103.878744276
1384,114.221641328
1387,94.5623656979
1388,111.944305234
1392,79.2447761978
1394,103.920307044
1395,94.8704746963
1396,112.118961081
1398,94.2848010109
1399,112.118951506
1400,94.7353235746
1401,94.2055767715
1403,94.4924323056
1404,110.993793056
1406,112.118929166
1407,94.2469061006
1408,112.243426872
1410,79.4249398252
1412,112.121282758
1413,94.7676874514
1415,94.8327445449
1420,112.243388574
1422,112.25765075
1423,107.361666598
1424,112.243375808
1425,95.0575757854
1426,79.4248887607
1427,94.921255729
1429,93.9964403921
1430,112.361476183
1431,95.0395113915
1432,104.003274666
1434,112.327466834
1437,94.5524070218
1438,104.571806838
1440,112.428636345
1441,112.196035802
1442,94.4764081778
1444,111.674145124
1445,95.0718684646
1446,104.549164153
1448,93.8903919409
1453,94.4322536427
1454,112.121148714
1455,94.8912030044
1456,112.41162685
1458,112.121135948
1459,94.4186755126
1461,94.3645845382
1465,94.6310941146
1466,111.658877157
1469,94.9544323618
1472,94.4528076276
1474,95.1450473463
1477,112.872976266
1479,111.865515965
1482,94.1112703429
1483,79.1314538638
1487,94.981230383
1488,112.489274167
1490,112.714525658
1492,111.547155713
1494,116.41955927
1496,104.690227013
1497,94.937948995
1499,95.2511670776
1502,96.5660973449
1507,112.045951581
1508,94.2079229719
1509,111.874514457
1511,94.3450079662
1512,112.585312683
1513,115.257602985
1514,110.002404204
1518,112.713932755
1519,93.571267059
1522,112.138999334
1524,79.0579052566
1527,94.4761368978
1529,94.0113918883
1532,103.836050133
1536,112.413162722
1537,116.014797095
1539,105.120584421
1542,116.640757691
1543,94.2798368964
1544,104.886974517
1545,79.2889913026
1550,94.3056629443
1551,112.465154949
1554,104.740673789
1556,104.955749731
1559,94.2327006946
1560,79.6313392114
1562,97.074029506
1566,93.7655216592
1567,112.756836673
1569,104.377779275
1570,112.378025809
1571,112.274966607
1574,94.2077123309
1578,104.584593396
1580,94.4299992201
1583,112.545161463
1584,94.2076804156
1585,112.677876027
1586,94.7901345073
1587,112.402257766
1588,93.5884494925
1590,114.656755935
1592,103.874763745
1596,111.479948817
1598,111.945686082
1599,94.2178051679
1604,114.753834813
1606,103.836312692
1607,94.7735837977
1608,103.551095369
1609,116.528292692
1611,94.7091560536
1613,94.9122197633
1616,94.8863756389
1619,112.178629742
1620,93.4480733157
1621,112.674709374
1622,94.2465703969
1625,111.610991623
1627,116.528235244
1629,112.351943956
1634,94.866663633
1636,94.4718141066
1638,104.096286172
1639,94.9124345623
1641,94.8773064454
1643,94.8960503846
1644,103.644283481
1645,116.560930682
1646,94.524617727
1647,105.395940331
1648,94.7272050467
1652,94.42976943
1653,112.465760199
1656,96.0132977935
1658,94.2176168677
1659,112.414263174
1661,94.6793168633
1663,94.7760295838
1664,112.537807612
1665,94.4778435743
1666,104.944244488
1667,103.992658197
1668,79.176536551
1669,103.817883718
1670,94.7533326825
1672,112.43432749
1674,112.449000062
1677,112.493492746
1678,94.0783417227
1679,111.967210728
1680,94.714890961
1683,104.353980351
1686,104.083955247
1687,112.26416736
1689,112.451096049
1690,94.115737952
1691,115.8502431
1692,112.532431079
1693,94.207332539
1695,94.3159770271
1696,94.4520927251
1697,112.279040578
1700,104.624311757
1701,94.7109093342
1702,112.411915765
1703,93.8828364949
1704,112.826559345
1706,95.0585661235
1707,113.071164965
1708,94.5920877127
1710,94.6012474492
1711,104.036141964
1713,104.74852791
1717,103.972592847
1719,104.584143391
1720,94.251546776
1722,94.2813843734
1725,103.833682228
1726,94.5138366006
1727,104.131240717
1729,112.15985358
1730,94.2069100171
1731,112.526332899
1733,104.624206436
1734,94.6024901791
1735,112.282828254
1738,94.9251112275
1742,94.5197323276
1745,112.448773463
1747,94.8564381831
1749,94.8572619026
1751,94.6088648446
1752,79.0991244149
1753,104.019319098
1754,94.7871056834
1755,94.7557850964
1756,105.176836173
1758,112.708360269
1759,94.5040709753
1760,104.612167439
1761,112.367148912
1762,94.3794394363
1763,111.702864055
1764,91.6097667107
1766,94.6436530812
1768,94.5156204248
1769,79.4452670592
1771,112.042127678
1772,94.8804396544
1773,104.23705493
1774,95.0623670509
1775,112.140053556
1777,112.988122933
1779,94.546556278
1780,105.631954816
1787,94.0574036116
1788,93.9672396387
1790,95.0025010561
1796,112.154901894
1801,93.7899791694
1803,94.4586668417
1807,112.084355923
1809,112.832729379
1812,94.0524736935
1813,112.534936444
1814,94.5041515125
1815,112.245661567
1816,94.6849423347
1818,93.5983460594
1820,94.2224473818
1821,113.40024584
1822,94.67296018
1825,94.0067855362
1826,103.863907568
1828,94.1466821462
1831,103.76560734
1836,111.436840098
1837,94.0056345843
1841,94.9168939384
1844,103.540132858
1848,95.0903239038
1851,104.898641399
1852,94.5309487974
1853,93.6329589863
1854,112.056427296
1856,94.5422583922
1859,113.057697976
1860,94.4021342165
1861,78.9062610681
1863,104.75657725
1865,94.732039057
1866,105.005084615
1867,94.6865113244
1868,93.6417321949
1872,94.5714942553
1879,94.4880381251
1880,104.00379565
1882,94.2111412951
1885,104.080409331
1887,103.710186579
1888,94.0970812041
1890,117.965186912
1894,94.7421029729
1895,103.713760068
1896,94.4448965187
1897,112.59936327
1900,112.49107968
1901,94.0321615598
1902,111.813092051
1905,94.0454888512
1906,111.400408065
1912,104.374349851
1915,94.1419718049
1916,103.874696987
1917,94.2518757176
1918,103.965176447
1920,80.3283321955
1923,94.1758473035
1924,103.998986305
1925,94.6571681611
1930,116.48494033
1932,112.161630609
1933,94.745427222
1934,112.580438155
1935,94.1389484946
1940,79.3885566616
1941,94.0077657216
1942,114.95749837
1943,94.0169920029
1944,93.8687126401
1945,110.897589958
1948,116.106052821
1949,93.9414570613
1952,94.6605600742
1954,94.1733422012
1955,112.286946303
1958,94.2900398086
1959,79.3920713969
1960,111.729601962
1963,94.9608860289
1965,94.6993621404
1968,104.289241967
1969,95.1039930521
1971,94.9142754136
1972,112.285634435
1973,93.5192428485
1975,93.5326413116
1977,94.9004754922
1978,94.4752349383
1979,112.165800083
1981,93.5546024481
1982,112.306972454
1987,111.967333999
1988,93.7255700976
1993,94.8100313613
1997,94.1855362321
1999,94.7486296809
2001,94.895066533
2002,113.696634726
2003,94.1865456266
2004,79.3833569218
2006,112.914256697
2007,94.4627167149
2009,104.850622454
2010,94.2218027985
2013,95.0247447019
2018,79.1815234076
2022,104.766490921
2024,112.960340696
2025,94.8718972605
2026,104.974777596
2030,104.854064954
2031,94.5330554312
2032,104.480900462
2033,94.59009529
2035,94.3176951072
2036,113.082823976
2037,93.9740160321
2040,94.8023364726
2043,113.3623711
2044,104.933506931
2046,103.685144457
2054,112.045026723
2055,94.4788253921
2056,105.410767557
2059,94.1532336786
2060,94.1527173391
2062,94.0558665572
2063,112.178235042
2066,94.8632581315
2067,112.43695818
2072,97.0385071302
2073,112.039966022
2074,94.5499769033
2075,112.587238996
2076,94.2271847361
2080,94.5242864301
2082,94.1526471255
2085,111.811845736
2087,112.889294204
2091,111.565158563
2092,94.8215125296
2093,105.410649471
2098,94.7950657296
2101,111.674960367
2102,93.8563050216
2103,79.3704468732
2105,105.172015931
2106,94.437259169
2107,112.56442416
2110,94.6248672042
2114,94.4998496941
2115,114.918623786
2117,80.2199827054
2118,94.1455382717
2119,103.64757053
2120,94.4926664184
2122,94.5164103049
2123,112.271694263
2126,94.9291768448
2127,103.910684039
2128,94.3116459993
2129,112.411711412
2132,94.9100864529
2135,104.64040755
2138,94.7033300874
2139,116.371075974
2141,112.215263408
2142,94.2045360459
2146,94.8302055435
2151,112.17835844
2157,104.779836813
2159,113.012637717
2162,94.4034348135
2164,115.995294175
2167,93.5734681532
2168,111.594037521
2171,94.256653149
2173,94.7503769406
2174,104.826466822
2175,94.1236430667
2178,94.5157861173
2180,95.4834311014
2185,111.928364369
2189,94.006232006
2190,112.60406135
2192,103.619243998
2194,113.432220378
2200,113.880870441
2201,94.3828817825
2203,111.734421118
2204,94.2151018221
2205,111.970919989
2209,112.472795695
2213,104.043645428
2214,94.0424321539
2215,112.957657051
2216,94.4041962142
2218,94.0687102813
2219,104.15287436
2220,94.8984313974
2222,94.9917514049
2223,112.086568286
2225,112.417944654
2226,94.5781004736
2230,94.4338934992
2233,112.316089946
2234,111.903223369
2235,94.2150028847
2236,79.6440388669
2237,94.4259221461
2240,113.760656331
2241,94.4932137334
2248,104.601597292
2249,94.8327607271
2250,112.283426067
2252,111.879902245
2253,94.1703681231
2254,111.826772388
2256,80.7811794275
2258,94.0116836474
2259,112.758655217
2262,95.6824186636
2265,94.4934671334
2266,104.671608204
2269,94.4370962623
2271,94.6957522965
2273,93.8210411515
2274,113.437716248
2275,94.3923425698
2277,94.1623101281
2279,94.1911502992
2280,78.7366513955
2282,95.4531449331
2283,104.334230527
2288,93.3939241623
2289,112.6626393
2291,94.3864840703
2292,115.916806542
2297,94.9578551443
2298,103.865414777
2299,95.2458994422
2300,111.845346043
2301,94.0882949039
2304,94.9121661383
2305,104.056674545
2306,95.6822782363
2308,94.1025124166
2309,112.508756278
2311,99.1842799002
2312,103.543530224
2316,103.887781584
2321,103.893203921
2322,111.960542791
2325,103.551426261
2326,94.3507479633
2329,115.916688456
2330,94.1625758525
2331,104.099785974
2332,111.933213255
2333,95.682192065
2334,103.612191374
2335,111.676579894
2337,111.60780492
2338,94.5781123686
2340,111.933187723
2342,99.8541412415
2345,93.846026671
2349,94.2610938134
2351,80.2700249634
2352,94.3570535472
2354,111.585897187
2355,115.806562728
2357,112.405888546
2358,94.0533673833
2360,94.7581114235
2361,111.585874847
2364,94.3604895137
2366,95.4694159521
2369,104.237130212
2370,94.791259745
2371,111.94084025
2373,113.470880786
2374,94.8998824994
2376,112.29679623
2378,110.969178588
2382,94.7955414694
2383,93.6703021979
2386,103.673141673
2387,94.8573784344
2389,94.0414626193
2390,111.492708741
2392,93.9916846069
2398,111.817440175
2399,94.3227620048
2400,96.7231216245
2401,111.893975963
2402,94.4802585199
2404,94.972887606
2407,111.924947003
2408,112.727280631
2409,112.729558628
2412,80.2686126874
2413,94.9108476763
2415,94.6389313244
2420,110.653872265
2422,94.9312978997
2423,103.42413267
2426,94.9108866298
2432,95.7876073967
2434,94.0814179413
2435,97.8780391366
2436,112.770649538
2438,110.943395905
2440,111.923941825
2443,94.5270533067
2444,94.0744902915
2447,104.32714301
2450,94.4894297156
2454,94.403387598
2455,112.303921723
2459,95.707424698
2460,112.025814335
2463,94.2145609069
2465,94.4451355497
2468,79.4772531565
2469,94.0662000366
2474,93.8525710564
2478,94.2421065754
2480,94.0122416074
2481,113.495048
2489,95.6884156831
2490,104.659855456
2492,94.043596289
2496,95.6956717847
2497,112.73398511
2500,94.3796677487
2505,95.778254145
2507,94.0098379974
2508,111.845105543
2509,94.4003769574
2510,79.328233991
2513,93.4232964003
2515,95.6883327033
2518,93.6698713414
2519,113.551054922
2520,93.6698649584
2521,112.508645796
2523,112.384301623
2525,94.5042330098
2529,111.408354866
2530,94.181193952
2533,111.897163079
2535,93.8193659616
2538,104.056238437
2544,110.525715417
2553,111.814480841
2556,94.4305020453
2558,93.6654471991
2559,114.368940798
2560,94.1498712808
2561,112.081735887
2562,93.7383344298
2563,111.617221553
2564,93.9429110015
2565,111.974355005
2567,104.600872958
2572,94.3682581352
2575,94.6270327541
2576,113.246376124
2577,94.1899651072
2578,94.6784819543
2579,111.864231828
2580,93.7350516456
2582,112.575450908
2583,94.353815065
2587,94.2701095288
2589,111.991161905
2590,95.7362869548
2591,111.395164133
2594,93.8440539816
2597,94.7565138191
2598,104.515345173
2599,94.562112442
2600,103.478436172
2602,112.508454563
2603,94.3681591978
2604,104.336419157
2606,112.386690517
2607,78.9424878816
2608,95.392234703
2613,111.51705742
2614,95.2522981089
2615,113.480161262
2617,112.10218715
2620,94.4400833746
2623,113.105082324
2624,94.5254803395
2627,111.517012739
2629,78.942417668
2630,99.3727003212
2632,94.8760570953
2636,94.3378275548
2639,94.370659947
2640,104.687808145
2642,111.383358909
2644,104.541197908
2646,111.858519987
2647,94.3457041301
2649,94.8329095432
2650,106.947801889
2652,104.468853345
2653,103.200134998
2655,108.149667341
2657,111.713792219
2659,112.049035099
2662,93.7273264951
2663,113.75166929
2664,94.6630020995
2665,103.287799534
2670,94.589182548
2671,103.426765006
2672,95.3727447913
2675,104.419867892
2677,111.997091378
2679,112.336820695
2683,112.022409448
2684,94.3419544971
2685,94.2119113045
2688,103.68742242
2689,94.7483215942
2690,103.775900794
2693,96.4529015622
2694,112.699194735
2697,95.8929500753
2699,94.432087444
2703,93.960979075
2705,103.967901001
2709,79.2257040924
2710,94.4130282581
2711,111.839372482
2712,96.4920629309
2713,94.9166581486
2714,112.731691614
2715,93.7035386359
2717,93.4274365881
2718,112.665294307
2720,111.536014573
2721,94.5600509689
2726,94.7439844524
2728,94.5148059902
2731,103.393808555
2732,111.423435907
2734,94.0292623791
2736,103.908498353
2737,94.1865098151
2738,103.360328097
2739,112.889166452
2746,94.036782234
2749,103.327852805
2751,117.965642122
2752,104.843606738
2753,94.0786693956
2757,104.604554851
2758,94.956739057
2759,113.867412253
2760,99.2560934915
2762,112.059182769
2764,94.4372675852
2765,111.639428614
2769,112.381990628
2771,112.268169043
2774,94.014617527
2776,94.2190361971
2777,114.98886099
2778,94.0936478671
2779,111.996346225
2782,93.4856474127
2784,94.6161329164
2787,94.4258265275
2789,94.6471154875
2792,94.7861343908
2798,94.5612942222
2799,104.2331035
2800,96.9656063333
2801,79.0926906402
2802,93.8234926826
2804,94.0731736809
2807,103.450931326
2808,94.8765241477
2809,113.632585437
2811,116.203518364
2812,94.5856130779
2814,93.4777633013
2816,94.7850666824
2817,112.444816018
2818,112.516674924
2820,112.359824686
2821,79.5723468692
2822,94.674281093
2823,104.046662135
2824,94.7055657473
2826,100.710720321
2829,94.1139395059
2834,93.9067711549
2835,79.3769930203
2838,94.8113421431
2839,112.094763419
2840,93.6558463161
2841,112.410047326
2842,95.5905025743
2846,113.102278692
2848,95.4866218193
2849,94.082995762
2850,112.709010251
2851,94.4956572367
2853,96.385585774
2854,111.347297173
2858,113.415792648
2861,94.9858545118
2864,94.1101122872
2865,113.450917696
2866,111.900212849
2867,93.4999742998
2868,112.629576583
2870,112.419929697
2877,99.142446462
2878,111.471854365
2880,112.044653641
2882,78.917286204
2883,94.7824555678
2884,103.844898849
2885,97.1583997932
2887,95.5830881425
2888,111.530147518
2889,94.678191293
2890,103.836471684
2891,98.5765022996
2892,116.405743875
2893,94.4724902259
2898,112.451082811
2899,94.516038338
2900,112.627871149
2901,94.3433869873
2909,94.8322523313
2910,112.191828098
2911,112.425353044
2913,112.641295435
2914,95.5531578285
2918,94.3858055707
2919,112.268192502
2920,93.9913498824
2921,111.471717129
2922,94.9029166454
2923,103.978791108
2925,111.863288709
2926,93.75091515
2927,111.681590253
2929,112.132715945
2933,93.7456229823
2934,112.407014868
2936,113.052001322
2941,103.618388456
2942,94.4536315123
2943,111.933780578
2945,104.298723055
2950,93.8029766787
2951,111.989724284
2953,113.768723612
2954,94.7314722597
2955,103.552585757
2956,95.0633790548
2960,94.7792543218
2962,93.9320581766
2963,104.852746731
2964,104.03797959
2966,78.6813042002
2967,94.57537439
2968,112.790405502
2969,93.4781536241
2971,93.8587764569
2972,94.9206514237
2974,94.5487530946
2975,112.32946092
2977,117.572342712
2980,113.106254654
2981,93.5561881581
2983,95.2682904837
2984,104.138694864
2985,115.873563929
2986,104.275781071
2987,94.9206035508
2989,94.6676607936
2990,111.939848532
2991,97.0148777327
2992,79.2776866035
2995,95.9552314216
2996,103.739651266
3002,112.221267801
3004,112.094664063
3005,115.771243323
3006,95.0000393302
3010,94.7203437006
3011,103.435784107
3014,93.7506342954
3015,94.3193034714
3016,94.2893643625
3017,111.079427193
3018,94.0186495253
3021,103.275041817
3024,104.063949292
3028,94.0526668908
3030,94.1209197736
3032,94.5552208179
3039,94.3309046678
3040,104.226599075
3041,96.9683604536
3043,96.4338517834
3044,112.317972088
3046,112.10598937
3055,93.5326992244
3056,112.337410396
3058,93.9357690776
3059,111.641637413
3061,116.367629738
3063,103.841710683
3066,94.8211047859
3067,104.091888228
3068,78.7549761617
